 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Idade da mãe
Idade da mãe: Menor de 10 anos, 10 a 14 anos, 15 a 19 anos, 20 a 24 anos, 25 a 29 anos, 30 a 34 anos, 35 a 39 anos, 40 a 44 anos, 45 a 49 anos, 50 a 54 anos, 55 a 59 anos, 60 a 64 anos, 65 a 69 anos
Período:2016
"Município";"Menor de 10 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"Total"
"412340 Santa Fé";-;1;11;39;34;30;21;1;-;-;-;-;-;137
"412350 Santa Helena";-;3;43;80;88;68;37;8;1;-;-;-;-;328
"412360 Santa Inês";-;1;7;5;8;3;1;-;-;-;-;-;-;25
"412370 Santa Isabel do Ivaí";-;-;25;31;24;25;11;5;-;-;-;-;-;121
"412380 Santa Izabel do Oeste";-;-;34;56;39;28;8;1;-;-;-;-;-;166
"412382 Santa Lúcia";-;-;12;13;10;9;7;2;-;-;-;-;-;53
"412385 Santa Maria do Oeste";-;-;28;38;39;13;15;4;1;-;-;-;-;138
"412390 Santa Mariana";-;2;31;35;29;25;8;2;-;-;-;-;-;132
"412395 Santa Mônica";-;1;13;11;12;11;6;1;-;-;-;-;-;55
"412402 Santa Tereza do Oeste";-;3;25;59;50;33;16;6;-;-;-;-;-;192
"412405 Santa Terezinha de Itaipu";-;1;53;82;79;57;24;6;-;-;-;-;-;302
"412400 Santana do Itararé";-;-;11;19;14;8;5;1;-;-;-;-;-;58
"412410 Santo Antônio da Platina";-;3;111;176;163;132;66;21;1;-;-;-;-;673
"412420 Santo Antônio do Caiuá";-;1;4;6;6;9;4;1;-;-;-;-;-;31
"412430 Santo Antônio do Paraíso";-;-;1;8;5;3;4;-;-;-;-;-;-;21
"412440 Santo Antônio do Sudoeste";-;2;57;68;58;47;29;10;-;-;-;-;-;271
"412450 Santo Inácio";-;1;23;23;19;17;11;2;-;-;-;-;-;96
"412460 São Carlos do Ivaí";-;-;10;30;18;22;8;3;-;-;-;-;-;91
"412470 São Jerônimo da Serra";-;2;23;35;26;21;20;3;-;-;-;-;-;130
"412480 São João";-;1;14;36;51;25;13;2;-;-;-;-;-;142
"412490 São João do Caiuá";-;-;22;30;17;15;4;1;-;-;-;-;-;89
"412500 São João do Ivaí";-;-;33;31;35;22;17;3;-;-;-;-;-;141
"412510 São João do Triunfo";-;-;27;54;47;31;15;3;-;-;-;-;-;177
"412520 São Jorge d'Oeste";-;3;23;29;28;33;9;6;-;-;-;-;-;131
"412530 São Jorge do Ivaí";-;-;6;8;14;13;5;3;1;-;-;-;-;50
"412535 São Jorge do Patrocínio";-;1;9;27;23;13;3;1;-;-;-;-;-;77
"412540 São José da Boa Vista";-;-;13;20;15;13;5;-;-;-;-;-;-;66
"412545 São José das Palmeiras";-;2;6;19;13;7;5;-;-;-;-;-;-;52
"412550 São José dos Pinhais";-;31;651;1173;1267;1054;567;128;4;-;-;-;-;4875
"412555 São Manoel do Paraná";-;-;5;8;7;5;1;-;-;-;-;-;-;26
"412560 São Mateus do Sul";-;4;97;145;145;117;55;12;-;-;-;-;-;575
"412570 São Miguel do Iguaçu";-;5;70;132;114;70;36;10;-;-;-;-;-;437
"412575 São Pedro do Iguaçu";-;-;17;23;16;14;7;1;-;-;-;-;-;78
"412580 São Pedro do Ivaí";-;-;22;30;38;15;10;-;-;-;-;-;-;115
"412590 São Pedro do Paraná";-;-;7;10;6;4;1;1;-;-;-;-;-;29
"412600 São Sebastião da Amoreira";-;-;27;32;24;15;14;1;-;-;-;-;-;113
"412610 São Tomé";-;-;12;20;19;18;11;1;-;-;-;-;-;81
"412620 Sapopema";-;-;22;21;15;19;7;-;-;-;-;-;-;84
"412625 Sarandi";-;14;215;439;418;278;133;23;-;-;-;-;-;1520
"412627 Saudade do Iguaçu";-;2;18;28;30;17;8;1;-;-;-;-;-;104
"412630 Sengés";-;4;72;68;55;32;13;6;-;-;-;-;-;250
"412635 Serranópolis do Iguaçu";-;-;8;26;16;16;7;-;-;-;-;-;-;73
"412640 Sertaneja";-;1;10;17;20;11;2;3;-;-;-;-;-;64
"412650 Sertanópolis";-;2;19;44;51;34;19;8;-;-;-;-;-;177
"412660 Siqueira Campos";-;3;39;65;75;59;33;12;1;-;-;-;-;287
"412665 Sulina";-;-;4;8;10;8;4;1;-;-;-;-;-;35
"412667 Tamarana";-;2;47;47;47;34;14;3;-;-;-;-;-;194
"412670 Tamboara";-;1;7;20;16;8;5;1;-;-;-;-;-;58
"412680 Tapejara";-;1;33;66;49;29;13;3;-;-;-;-;-;194
"412690 Tapira";-;-;9;16;15;9;4;4;-;-;-;-;-;57
"412700 Teixeira Soares";-;3;27;25;41;13;10;2;-;-;-;-;-;121
"412710 Telêmaco Borba";-;14;208;321;302;199;120;29;2;-;-;-;-;1195
"412720 Terra Boa";-;1;40;64;65;51;15;4;-;-;-;-;-;240
"412730 Terra Rica";-;1;33;59;48;50;17;8;-;-;-;-;-;216
"412740 Terra Roxa";-;1;31;44;59;50;32;6;-;-;-;-;-;223
"412750 Tibagi";-;3;66;83;64;56;25;2;-;-;-;-;-;299
"412760 Tijucas do Sul";-;1;50;51;53;33;20;6;-;-;-;-;-;214
"412770 Toledo";-;9;248;458;537;521;230;48;5;-;-;-;-;2056
"412780 Tomazina";-;-;11;22;19;20;4;2;-;-;-;-;-;78
"412785 Três Barras do Paraná";-;1;33;44;39;35;13;3;-;-;-;-;-;168
"412788 Tunas do Paraná";-;-;34;39;32;16;9;1;1;-;-;-;-;132
"412790 Tuneiras do Oeste";-;1;13;32;23;21;5;3;-;-;-;-;-;98
"412795 Tupãssi";-;-;6;20;21;22;11;1;-;-;-;-;-;81
"412796 Turvo";-;-;36;77;52;40;17;4;1;-;-;-;-;227
"412800 Ubiratã";-;1;32;73;88;50;33;8;-;-;-;-;-;285
"412810 Umuarama";-;11;176;372;384;336;162;25;3;2;-;-;-;1471
"412820 União da Vitória";-;5;116;198;182;158;78;19;2;-;-;-;-;758
"412830 Uniflor";-;-;7;5;6;3;3;-;-;-;-;-;-;24
"412840 Uraí";-;-;24;35;22;23;8;4;-;-;-;-;-;116
"412853 Ventania";-;1;33;41;23;17;15;3;-;-;-;-;-;133
"412855 Vera Cruz do Oeste";-;2;16;37;17;21;9;5;-;-;-;-;-;107
"412860 Verê";-;-;7;24;25;23;17;6;-;-;-;-;-;102
"412865 Virmond";-;-;12;17;11;12;6;2;-;-;-;-;-;60
"412870 Vitorino";-;-;24;28;36;18;18;3;1;-;-;-;-;128
"412850 Wenceslau Braz";-;1;49;79;54;47;17;1;-;-;-;-;-;248
"412880 Xambrê";-;-;12;16;21;11;5;-;-;-;-;-;-;65
"420005 Abdon Batista";-;-;7;5;6;6;1;2;-;-;-;-;-;27
"420010 Abelardo Luz";-;5;66;77;85;55;20;6;-;-;-;-;-;314
"420020 Agrolândia";-;1;18;32;39;35;11;1;1;-;-;-;-;138
"420030 Agronômica";-;-;5;11;12;12;7;1;-;-;-;-;-;48
"420040 Água Doce";-;-;22;17;21;8;5;1;-;-;-;-;-;74
"420050 Águas de Chapecó";-;1;17;25;13;16;11;3;-;-;-;-;-;86
"420055 Águas Frias";-;1;2;6;6;5;2;1;-;-;-;-;-;23
"420060 Águas Mornas";-;1;6;12;29;21;4;4;-;-;-;-;-;77
"420070 Alfredo Wagner";-;1;9;25;39;21;11;4;-;-;-;-;-;110
"420075 Alto Bela Vista";-;-;1;2;4;11;3;-;-;-;-;-;-;21
"420080 Anchieta";-;-;4;13;27;11;7;2;-;-;-;-;-;64
"420090 Angelina";-;-;8;12;21;6;4;2;-;-;-;-;-;53
"420100 Anita Garibaldi";-;3;17;27;23;21;7;4;-;-;-;-;-;102
"420110 Anitápolis";-;-;2;5;7;4;-;-;-;-;-;-;-;18
"420120 Antônio Carlos";-;-;10;25;48;27;16;2;-;-;-;-;-;128
"420125 Apiúna";-;-;15;33;31;22;13;1;1;-;-;-;-;116
"420127 Arabutã";-;-;5;12;7;15;3;4;-;-;-;-;-;46
"420130 Araquari";-;8;90;151;136;104;45;14;1;-;-;-;-;549
"420140 Araranguá";-;3;111;211;222;210;115;22;1;-;-;-;-;895
"420150 Armazém";-;1;12;23;27;16;9;6;-;-;-;-;-;94
"420160 Arroio Trinta";-;-;5;8;9;8;8;2;-;-;-;-;-;40
"420165 Arvoredo";-;-;2;4;4;2;2;-;-;-;-;-;-;14
"420170 Ascurra";-;-;16;26;26;23;8;3;-;-;-;-;-;102
"420180 Atalanta";-;-;5;5;6;6;4;2;-;-;-;-;-;28
"420190 Aurora";-;-;4;11;23;17;8;-;-;-;-;-;-;63
"420195 Balneário Arroio do Silva";-;3;22;34;32;28;21;3;-;-;-;-;-;143
"420205 Balneário Barra do Sul";-;2;20;45;21;32;15;2;-;-;-;-;-;137
"420200 Balneário Camboriú";-;3;146;379;392;398;235;46;2;-;-;-;-;1601
"420207 Balneário Gaivota";-;-;22;41;25;27;20;3;1;-;-;-;-;139
"421280 Balneário Piçarras";-;2;51;82;79;82;45;13;-;-;-;-;-;354
"422000 Balneário Rincão";-;-;36;60;46;27;15;5;1;-;-;-;-;190
"420208 Bandeirante";-;-;3;13;7;8;5;4;-;-;-;-;-;40
"420209 Barra Bonita";-;1;1;5;3;3;-;1;-;-;-;-;-;14
"420210 Barra Velha";-;4;51;154;132;100;55;14;-;-;-;-;-;510
"420213 Bela Vista do Toldo";-;1;11;10;8;17;2;4;-;-;-;-;-;53
"420215 Belmonte";-;-;5;7;10;5;5;2;-;-;-;-;-;34
"420220 Benedito Novo";-;-;21;23;33;24;14;4;-;-;-;-;-;119
"420230 Biguaçu";-;6;110;247;268;194;103;23;-;1;-;-;-;952
"420240 Blumenau";-;12;389;1044;1130;1116;567;134;9;-;-;-;-;4401
"420243 Bocaina do Sul";-;-;5;13;5;10;4;2;-;-;-;-;-;39
"420250 Bom Jardim da Serra";-;-;9;12;10;5;8;4;-;-;-;-;-;48
"420253 Bom Jesus";-;1;8;10;1;11;3;-;-;-;-;-;-;34
"420257 Bom Jesus do Oeste";-;-;4;3;7;4;3;-;-;-;-;-;-;21
"420260 Bom Retiro";-;1;26;40;32;23;8;1;-;-;-;-;-;131
"420245 Bombinhas";-;2;24;77;79;55;32;15;1;-;-;-;-;285
"420270 Botuverá";-;-;4;13;21;14;7;-;-;-;-;-;-;59
"420280 Braço do Norte";-;1;61;105;143;106;41;12;-;-;-;-;-;469
"420285 Braço do Trombudo";-;-;6;10;11;16;2;-;-;-;-;-;-;45
"420287 Brunópolis";-;-;9;5;6;7;3;2;-;-;-;-;-;32
"420290 Brusque";-;2;157;375;471;481;209;34;2;-;-;-;-;1731
"420300 Caçador";-;12;250;309;300;179;130;35;1;-;-;-;-;1216
"420310 Caibi";-;2;7;16;17;14;6;-;-;-;-;-;-;62
"420315 Calmon";-;-;15;24;8;6;3;2;-;-;-;-;-;58
"420320 Camboriú";-;5;188;353;325;262;131;33;-;-;-;-;-;1297
"420330 Campo Alegre";-;1;27;38;31;42;8;-;-;-;-;-;-;147
"420340 Campo Belo do Sul";-;1;17;24;19;17;11;-;-;-;-;-;-;89
"420350 Campo Erê";-;2;40;32;40;22;18;4;-;-;-;-;-;158
"420360 Campos Novos";-;8;95;157;142;88;51;9;-;-;-;-;-;550
"420370 Canelinha";-;-;24;31;37;15;10;4;-;-;-;-;-;121
"420380 Canoinhas";-;4;130;201;231;169;91;17;3;-;-;-;-;846
"420325 Capão Alto";-;-;7;5;6;4;2;3;-;-;-;-;-;27
"420390 Capinzal";-;1;37;73;100;66;33;8;-;-;-;-;-;318
"420395 Capivari de Baixo";-;5;53;70;91;70;40;7;2;-;-;-;-;338
"420400 Catanduvas";-;2;27;42;24;33;9;6;-;-;-;-;-;143
"420410 Caxambu do Sul";-;-;4;15;20;7;7;2;-;-;-;-;-;55
"420415 Celso Ramos";-;-;4;9;10;10;1;1;-;-;-;-;-;35
"420417 Cerro Negro";-;1;3;9;5;5;6;1;-;-;-;-;-;30
"420419 Chapadão do Lageado";-;-;12;10;19;4;4;-;-;-;-;-;-;49
"420420 Chapecó";-;17;383;699;860;848;399;100;7;1;-;-;-;3314
"420425 Cocal do Sul";-;1;16;44;49;57;24;2;2;-;-;-;-;195
"420430 Concórdia";-;5;109;187;271;260;161;41;1;-;-;-;-;1035
"420435 Cordilheira Alta";-;-;6;12;18;12;6;-;-;-;-;-;-;54
"420440 Coronel Freitas";-;1;15;23;31;27;14;3;-;-;-;-;-;114
"420445 Coronel Martins";-;-;8;8;5;5;1;3;-;-;-;-;-;30
"420455 Correia Pinto";-;3;46;53;45;38;23;6;-;-;-;-;-;214
"420450 Corupá";-;-;20;52;52;51;27;9;1;-;-;-;-;212
"420460 Criciúma";-;12;379;591;758;684;332;81;4;-;-;-;-;2841
"420470 Cunha Porã";-;2;16;28;43;28;9;5;-;-;-;-;-;131
"420475 Cunhataí";-;-;1;3;6;4;4;-;-;-;-;-;-;18
"420480 Curitibanos";-;7;141;189;144;113;49;16;-;-;-;-;-;659
"420490 Descanso";-;-;9;14;24;18;14;2;-;-;-;-;-;81
"420500 Dionísio Cerqueira";-;1;46;58;51;45;31;8;-;-;-;-;-;240
"420510 Dona Emma";-;-;11;10;13;9;6;3;-;-;-;-;-;52
"420515 Doutor Pedrinho";-;-;7;7;7;4;6;1;-;-;-;-;-;32
"420517 Entre Rios";-;-;14;9;13;7;5;2;-;-;-;-;-;50
"420519 Ermo";-;1;4;11;7;11;2;3;-;-;-;-;-;39
"420520 Erval Velho";-;-;5;9;12;10;11;1;-;-;-;-;-;48
"420530 Faxinal dos Guedes";-;-;18;35;41;33;13;6;-;-;-;-;-;146
"420535 Flor do Sertão";-;-;2;9;3;5;2;1;-;-;-;-;-;22
"420540 Florianópolis";-;16;547;1121;1421;1754;1128;238;10;-;-;-;-;6235
"420543 Formosa do Sul";-;-;1;7;10;5;-;1;-;-;-;-;-;24
"420545 Forquilhinha";-;2;53;109;114;86;38;7;-;-;-;-;-;409
"420550 Fraiburgo";-;4;121;156;128;96;50;15;-;-;-;-;-;570
"420555 Frei Rogério";-;-;2;12;4;4;2;1;1;-;-;-;-;26
"420560 Galvão";-;-;5;12;11;11;1;1;-;-;-;-;-;41
"420570 Garopaba";-;1;25;56;73;66;52;7;-;-;-;-;-;280
"420580 Garuva";-;-;41;74;73;46;21;8;-;-;-;-;-;263
"420590 Gaspar";-;-;108;201;214;189;101;16;-;-;-;-;-;829
"420600 Governador Celso Ramos";-;1;26;47;42;35;20;3;-;-;-;-;-;174
"420610 Grão Pará";-;-;6;10;27;18;11;1;-;-;-;-;-;73
"420620 Gravatal";-;-;24;32;35;30;19;3;-;-;-;-;-;143
"420630 Guabiruba";-;1;28;59;92;76;23;6;-;-;-;-;-;285
"420640 Guaraciaba";-;-;13;22;22;16;12;-;-;-;-;-;-;85
"420650 Guaramirim";-;3;58;156;156;111;71;16;1;-;-;-;-;572
"420660 Guarujá do Sul";-;-;7;18;20;7;4;1;-;-;-;-;-;57
"420665 Guatambú";-;1;14;30;25;21;4;2;-;-;-;-;-;97
"420670 Herval d'Oeste";-;1;44;78;84;60;36;6;-;-;-;-;-;309
"420675 Ibiam";-;-;4;7;5;5;2;-;-;-;-;-;-;23
"420680 Ibicaré";-;-;5;11;6;8;5;2;-;-;-;-;-;37
"420690 Ibirama";-;2;34;54;77;59;23;5;2;-;-;-;-;256
"420700 Içara";-;2;82;181;231;162;89;19;4;-;-;-;-;770
"420710 Ilhota";-;1;23;40;54;44;17;1;-;-;-;-;-;180
"420720 Imaruí";-;-;22;33;18;15;15;6;1;-;-;-;-;110
"420730 Imbituba";-;2;93;147;162;134;81;20;1;-;-;-;-;640
"420740 Imbuia";-;1;8;13;23;16;13;1;-;-;-;-;-;75
"420750 Indaial";-;1;90;227;240;195;89;22;-;-;-;-;-;864
"420757 Iomerê";-;-;3;7;7;7;4;-;-;-;-;-;-;28
"420760 Ipira";-;-;7;10;24;7;3;-;-;-;-;-;-;51
"420765 Iporã do Oeste";-;-;10;13;26;25;12;4;-;-;-;-;-;90
"420768 Ipuaçu";-;6;47;45;25;28;12;2;-;-;-;-;-;165
"420770 Ipumirim";-;-;6;23;17;15;9;2;-;-;-;-;-;72
"420775 Iraceminha";-;-;8;8;11;9;6;1;-;-;-;-;-;43
"420780 Irani";-;-;17;17;32;21;7;4;-;-;-;-;-;98
"420785 Irati";-;-;2;4;7;6;3;-;-;-;-;-;-;22
"420790 Irineópolis";-;4;21;28;21;23;18;1;-;-;-;-;-;116
"420800 Itá";-;-;7;15;14;13;7;4;-;-;-;-;-;60
"420810 Itaiópolis";-;1;55;79;72;53;43;8;1;-;-;-;-;312
"420820 Itajaí";-;15;445;856;858;790;406;89;5;1;-;-;-;3465
"420830 Itapema";-;6;107;190;196;191;115;22;1;-;-;-;-;828
"420840 Itapiranga";-;1;19;49;58;48;26;7;-;-;-;-;-;208
"420845 Itapoá";-;1;47;59;67;49;27;5;-;-;-;-;-;255
"420850 Ituporanga";-;-;46;88;102;89;37;11;-;-;-;-;-;373
"420860 Jaborá";-;-;11;7;14;8;7;1;-;-;-;-;-;48
"420870 Jacinto Machado";-;2;11;34;29;32;16;5;-;-;-;-;-;129
"420880 Jaguaruna";-;1;29;55;51;62;36;8;-;-;-;-;-;242
"420890 Jaraguá do Sul";-;3;202;471;622;619;317;76;2;-;-;-;-;2312
"420895 Jardinópolis";-;-;1;5;3;2;3;-;-;-;-;-;-;14
"420900 Joaçaba";-;-;32;76;86;123;43;16;3;-;-;-;-;379
"420910 Joinville";-;15;813;1832;2171;1944;1016;228;11;-;-;-;-;8030
"420915 José Boiteux";-;2;21;28;28;17;9;1;-;-;-;-;-;106
"420917 Jupiá";-;-;2;2;5;4;-;-;-;-;-;-;-;13
"420920 Lacerdópolis";-;-;2;1;9;7;6;1;-;-;-;-;-;26
"420930 Lages";-;26;405;577;604;534;266;64;-;-;-;-;-;2476
"420940 Laguna";-;4;59;111;94;93;51;9;-;-;-;-;-;421
"420945 Lajeado Grande";-;-;1;5;5;6;2;1;-;-;-;-;-;20
"420950 Laurentino";-;-;15;23;29;21;6;3;-;-;-;-;-;97
"420960 Lauro Muller";-;-;33;58;59;48;15;4;-;-;-;-;-;217
"420970 Lebon Régis";-;4;40;46;31;28;11;6;-;-;-;-;-;166
"420980 Leoberto Leal";-;-;2;11;13;5;7;1;-;-;-;-;-;39
"420985 Lindóia do Sul";-;4;6;8;15;6;9;-;-;-;-;-;-;48
"420990 Lontras";-;-;19;37;42;43;14;4;-;-;-;-;-;159
"421000 Luiz Alves";-;-;29;43;42;33;18;3;-;-;-;-;-;168
"421003 Luzerna";-;-;7;12;18;15;11;-;-;-;-;-;-;63
"421005 Macieira";-;-;4;6;2;10;1;3;-;-;-;-;-;26
"421010 Mafra";-;-;102;158;212;178;89;26;-;-;-;-;-;765
"421020 Major Gercino";-;-;3;7;7;3;4;1;-;-;-;-;-;25
"421030 Major Vieira";-;4;19;28;33;23;12;2;-;-;-;-;-;121
"421040 Maracajá";-;1;16;24;23;24;12;3;-;-;-;-;-;103
"421050 Maravilha";-;-;39;74;97;95;49;8;-;-;-;-;-;362
"421055 Marema";-;-;3;8;4;2;1;-;-;-;-;-;-;18
"421060 Massaranduba";-;1;24;42;59;55;15;6;-;-;-;-;-;202
"421070 Matos Costa";-;-;4;8;9;9;4;2;-;-;-;-;-;36
"421080 Meleiro";-;-;7;21;31;13;10;3;-;-;-;-;-;85
"421085 Mirim Doce";-;-;6;13;7;5;2;-;-;-;-;-;-;33
"421090 Modelo";-;-;3;7;12;9;5;1;-;-;-;-;-;37
"421100 Mondaí";-;-;20;36;36;20;12;2;-;-;-;-;-;126
"421105 Monte Carlo";-;3;39;40;32;28;15;4;-;-;-;-;-;161
"421110 Monte Castelo";-;1;29;29;34;26;7;4;1;-;-;-;-;131
"421120 Morro da Fumaça";-;1;36;69;75;41;18;4;-;-;-;-;-;244
"421125 Morro Grande";-;-;3;7;5;9;3;-;-;-;-;-;-;27
"421130 Navegantes";-;5;202;408;376;274;154;27;1;-;-;1;-;1448
"421140 Nova Erechim";-;-;3;13;12;10;13;-;-;-;-;-;-;51
"421145 Nova Itaberaba";-;-;5;7;8;6;3;2;-;-;-;-;-;31
"421150 Nova Trento";-;-;16;34;43;31;14;4;-;-;-;-;-;142
"421160 Nova Veneza";-;1;20;39;37;52;13;6;-;-;-;-;-;168
"421165 Novo Horizonte";-;-;4;4;7;6;3;-;-;-;-;-;-;24
"421170 Orleans";-;3;38;75;79;59;23;11;1;-;-;-;-;289
"421175 Otacílio Costa";-;1;73;81;49;52;28;12;-;-;-;-;-;296
"421180 Ouro";-;1;6;19;30;16;3;1;-;-;-;-;-;76
"421185 Ouro Verde";-;-;3;5;5;3;1;-;-;-;-;-;-;17
"421187 Paial";-;-;5;2;3;4;6;-;-;-;-;-;-;20
"421189 Painel";-;-;6;9;7;5;2;1;-;-;-;-;-;30
"421190 Palhoça";-;16;348;619;683;569;267;62;4;-;-;-;-;2568
"421200 Palma Sola";-;-;22;34;30;19;19;4;-;-;-;-;-;128
"421205 Palmeira";-;1;3;10;11;5;4;1;-;-;-;-;-;35
"421210 Palmitos";-;-;18;45;60;50;20;3;-;-;-;-;-;196
"421220 Papanduva";-;1;42;71;55;39;19;1;-;-;-;-;-;228
"421223 Paraíso";-;1;7;16;14;10;9;1;-;-;-;-;-;58
"421225 Passo de Torres";-;2;13;21;19;15;8;2;1;-;-;-;-;81
"421227 Passos Maia";-;-;8;18;14;7;6;1;-;-;-;-;-;54
"421230 Paulo Lopes";-;-;10;18;28;16;7;1;1;-;-;-;-;81
"421240 Pedras Grandes";-;1;3;9;12;8;4;4;-;-;-;-;-;41
"421250 Penha";-;1;54;90;103;78;40;9;-;-;-;-;-;375
"421260 Peritiba";-;-;1;2;5;4;1;-;-;-;-;-;-;13
"421265 Pescaria Brava";-;1;11;26;25;15;9;2;-;-;-;-;-;89
"421270 Petrolândia";-;-;6;17;20;11;9;-;-;-;-;-;-;63
"421290 Pinhalzinho";-;2;35;69;67;85;34;10;1;-;-;-;-;303
"421300 Pinheiro Preto";-;-;7;12;7;11;1;1;-;-;-;-;-;39
"421310 Piratuba";-;-;7;14;17;8;6;3;-;-;-;-;-;55
"421315 Planalto Alegre";-;-;4;4;6;5;1;-;-;-;-;-;-;20
"421320 Pomerode";-;1;33;74;110;104;56;12;2;-;-;-;-;392
"421330 Ponte Alta";-;2;17;16;7;9;4;1;-;-;-;-;-;56
"421335 Ponte Alta do Norte";-;-;20;15;12;12;6;1;-;-;-;-;-;66
"421340 Ponte Serrada";-;2;27;53;32;23;10;2;-;-;-;-;-;149
"421350 Porto Belo";-;-;29;67;84;48;32;13;1;-;-;-;-;274
"421360 Porto União";-;1;54;92;99;81;52;13;2;-;-;-;-;394
"421370 Pouso Redondo";-;-;31;65;54;47;34;5;-;-;-;-;-;236
"421380 Praia Grande";-;-;7;35;28;30;16;3;-;-;-;-;-;119
"421390 Presidente Castello Branco";-;-;2;4;3;3;1;1;-;-;-;-;-;14
"421400 Presidente Getúlio";-;-;30;63;56;57;23;3;-;-;-;-;-;232
"421410 Presidente Nereu";-;-;2;13;6;6;5;3;-;-;-;-;-;35
"421415 Princesa";-;-;4;7;11;6;5;-;-;-;-;-;-;33
"421420 Quilombo";-;-;26;39;27;33;10;2;-;-;-;-;-;137
"421430 Rancho Queimado";-;-;2;8;12;4;4;-;-;-;-;-;-;30
"421440 Rio das Antas";-;1;12;16;24;12;5;1;-;-;-;-;-;71
"421450 Rio do Campo";-;1;12;17;20;20;9;2;-;-;-;-;-;81
"421460 Rio do Oeste";-;-;9;28;21;14;12;-;-;-;-;-;-;84
"421480 Rio do Sul";-;3;98;187;260;223;121;32;2;-;-;-;-;926
"421470 Rio dos Cedros";-;1;9;27;27;28;8;4;-;-;-;-;-;104
"421490 Rio Fortuna";-;-;2;15;18;8;7;2;-;-;-;-;-;52
"421500 Rio Negrinho";-;8;101;154;139;120;73;19;1;-;-;-;-;615
"421505 Rio Rufino";-;-;6;11;13;1;3;1;-;-;-;-;-;35
"421507 Riqueza";-;-;9;8;7;15;1;1;-;-;-;-;-;41
"421510 Rodeio";-;-;10;26;34;34;12;4;-;-;-;-;-;120
"421520 Romelândia";-;-;4;9;10;14;7;2;-;-;-;-;-;46
"421530 Salete";-;1;13;21;30;21;9;3;-;-;-;-;-;98
"421535 Saltinho";-;-;6;8;8;12;4;2;-;-;-;-;-;40
"421540 Salto Veloso";-;-;6;11;13;17;9;-;-;-;-;-;-;56
"421545 Sangão";-;1;26;57;57;36;20;6;-;-;-;-;-;203
"421550 Santa Cecília";-;6;80;70;72;36;17;5;1;-;-;-;-;287
"421555 Santa Helena";-;-;2;5;6;3;2;1;-;-;-;-;-;19
"421560 Santa Rosa de Lima";-;-;2;5;6;10;3;2;-;-;-;-;-;28
"421565 Santa Rosa do Sul";-;2;18;25;29;30;14;4;-;-;-;-;-;122
"421567 Santa Terezinha";-;1;11;25;27;20;7;1;1;-;-;-;-;93
"421568 Santa Terezinha do Progresso";-;-;7;6;12;4;3;2;-;-;-;-;-;34
"421569 Santiago do Sul";-;-;-;6;7;4;2;-;-;-;-;-;-;19
"421570 Santo Amaro da Imperatriz";-;1;34;67;84;74;36;5;1;-;-;-;-;302
"421580 São Bento do Sul";-;8;129;251;277;257;141;35;1;-;-;-;-;1099
"421575 São Bernardino";-;-;9;12;10;5;3;-;-;-;-;-;-;39
"421590 São Bonifácio";-;-;2;5;6;14;2;-;-;-;-;-;-;29
"421600 São Carlos";-;-;11;20;40;30;17;2;-;-;-;-;-;120
"421605 São Cristovão do Sul";-;-;27;26;14;7;2;2;-;-;-;-;-;78
"421610 São Domingos";-;-;21;19;23;23;14;4;-;-;-;-;-;104
"421620 São Francisco do Sul";-;8;97;157;150;140;66;21;1;-;-;-;-;640
"421630 São João Batista";-;2;66;100;119;98;54;8;3;-;-;-;-;450
"421635 São João do Itaperiú";-;-;5;17;15;16;3;1;-;-;-;-;-;57
"421625 São João do Oeste";-;-;4;13;23;19;8;3;-;-;-;-;-;70
"421640 São João do Sul";-;-;12;20;27;11;13;4;-;-;-;-;-;87
"421650 São Joaquim";-;6;80;109;61;64;29;5;1;-;-;-;-;355
"421660 São José";-;7;366;689;819;786;425;106;3;1;-;-;-;3202
"421670 São José do Cedro";-;-;28;35;55;45;14;3;-;-;-;-;-;180
"421680 São José do Cerrito";-;2;23;25;19;17;11;3;1;-;-;-;-;101
"421690 São Lourenço do Oeste";-;3;34;83;71;64;36;10;-;-;-;-;-;301
"421700 São Ludgero";-;1;28;45;56;38;24;2;-;-;-;-;-;194
"421710 São Martinho";-;-;6;6;17;7;-;-;-;-;-;-;-;36
"421715 São Miguel da Boa Vista";-;-;1;2;6;8;1;-;-;-;-;-;-;18
"421720 São Miguel do Oeste";-;4;62;107;148;143;69;14;2;-;-;-;-;549
"421725 São Pedro de Alcântara";-;-;2;8;10;11;3;2;-;-;-;-;-;36
"421730 Saudades";-;-;12;21;49;26;16;3;-;-;-;-;-;127
"421740 Schroeder";-;1;27;75;88;60;27;5;-;-;-;-;-;283
"421750 Seara";-;-;32;41;56;45;35;3;1;-;-;-;-;213
"421755 Serra Alta";-;1;6;7;8;6;3;4;-;-;-;-;-;35
"421760 Siderópolis";-;-;9;25;35;39;33;5;-;-;-;-;-;146
"421770 Sombrio";-;1;62;104;114;94;57;8;-;-;-;-;-;440
"421775 Sul Brasil";-;-;3;13;10;8;4;1;-;-;-;-;-;39
"421780 Taió";-;3;36;49;55;61;23;2;-;-;-;-;-;229
